order_id,customer_id,order_date,channel,region
839,124,2025-05-10,Retail,East
840,53,2025-06-04,Online,West
841,85,2025-10-27,Online,West
842,69,2025-11-19,Retail,South
843,59,2025-06-14,Partner,East
844,125,2025-07-13,Partner,South
845,124,2025-10-31,Retail,West
846,125,2025-02-13,Retail,East
847,79,2025-07-23,Partner,East
848,147,2026-01-20,Online,West
849,133,2025-10-10,Partner,East
850,116,2025-07-17,Retail,East
851,83,2025-09-16,Retail,West
852,64,2025-07-03,Partner,East
853,138,2025-08-18,Retail,West
854,84,2025-09-09,Online,North
855,93,2025-09-26,Partner,North
856,66,2025-12-16,Partner,South
857,132,2025-08-20,Online,East
858,73,2025-12-01,Retail,South
859,137,2025-05-02,Partner,South
860,6,2025-09-03,Partner,West
861,83,2025-09-16,Online,West
862,40,2025-05-17,Online,North
863,169,2025-05-27,Online,West
864,32,2025-08-21,Online,East
865,32,2025-03-29,Online,South
866,107,2025-05-18,Online,South
867,167,2026-01-05,Retail,East
868,12,2025-04-23,Online,North
869,94,2025-04-07,Online,South
870,105,2025-03-05,Partner,East
871,121,2025-06-21,Online,West
872,27,2025-06-17,Online,West
873,148,2025-06-26,Online,West
874,61,2025-05-03,Retail,West
875,49,2025-12-28,Partner,East
876,198,2025-11-18,Retail,South
877,29,2025-04-12,Partner,West
878,47,2025-09-01,Partner,North
879,154,2025-04-28,Partner,South
880,13,2025-09-03,Retail,East
881,42,2025-06-14,Retail,North
882,195,2025-07-27,Online,South
883,98,2025-06-20,Online,East
884,171,2025-10-21,Partner,East
885,183,2025-10-16,Online,East
886,97,2025-12-17,Partner,East
887,148,2025-03-30,Online,North
888,147,2025-11-04,Online,East
889,91,2025-06-17,Retail,East
890,197,2025-05-03,Online,West
891,185,2025-03-28,Partner,East
892,93,2025-05-02,Online,West
893,180,2026-01-04,Partner,West
894,158,2025-11-28,Online,West
895,127,2025-06-04,Partner,North
896,6,2025-12-20,Retail,East
897,61,2025-07-23,Partner,West
898,138,2025-12-03,Online,South
899,44,2025-02-21,Partner,East
900,102,2025-05-31,Partner,East
901,81,2025-02-13,Partner,South
902,47,2025-02-25,Partner,East
903,147,2026-02-03,Partner,East
904,90,2026-01-07,Partner,South
905,1,2025-11-07,Online,South
906,89,2025-03-31,Partner,North
907,152,2025-11-02,Online,South
908,126,2025-05-17,Retail,South
909,145,2025-12-01,Partner,East
910,128,2025-07-07,Partner,South
911,14,2026-01-26,Retail,North
912,177,2025-04-10,Retail,South
913,12,2025-04-30,Online,North
914,161,2026-01-30,Retail,South
915,175,2026-01-31,Retail,West
916,48,2025-03-24,Partner,South
917,170,2025-10-25,Online,North
918,40,2025-07-09,Partner,South
919,63,2025-12-15,Partner,West
920,1,2025-11-25,Online,East
921,157,2025-06-18,Retail,East
922,77,2025-04-24,Online,East
923,119,2025-08-15,Retail,West
924,55,2025-08-30,Online,East
925,106,2025-03-08,Online,North
926,146,2026-01-17,Online,West
927,22,2025-02-20,Online,South
928,150,2025-09-26,Retail,West
929,137,2025-12-23,Retail,North
930,151,2026-01-28,Retail,East
931,163,2025-07-24,Retail,South
932,134,2025-02-22,Retail,West
933,11,2025-06-29,Partner,East
934,3,2025-11-30,Online,West
935,89,2025-06-23,Partner,North
936,96,2025-03-15,Online,North
937,189,2025-08-03,Partner,South
938,15,2026-02-05,Online,North
939,1,2025-09-19,Partner,North
940,182,2025-10-21,Partner,North
941,180,2025-03-20,Online,North
942,65,2025-08-05,Partner,North
943,82,2025-12-08,Retail,South
944,119,2025-07-26,Retail,East
945,39,2025-12-10,Online,North
946,87,2025-05-22,Online,East
947,91,2025-04-05,Online,West
948,32,2025-12-13,Online,West
949,64,2025-05-28,Retail,North
950,83,2025-12-30,Partner,North
951,100,2025-05-19,Retail,North
952,82,2025-10-16,Retail,North
953,130,2025-07-04,Online,East
954,41,2025-12-11,Retail,West
955,181,2025-12-17,Retail,West
956,123,2025-08-17,Online,West
957,15,2026-02-10,Online,East
958,134,2025-05-04,Partner,North
959,21,2025-09-09,Retail,South
960,166,2026-01-25,Partner,South
961,11,2025-06-02,Online,North
962,127,2025-02-22,Partner,East
963,73,2025-06-26,Partner,West
964,11,2025-08-27,Online,North
965,119,2025-03-09,Partner,North
966,123,2025-11-24,Partner,West
967,71,2025-02-10,Retail,East
968,78,2025-04-23,Retail,East
969,23,2025-06-10,Retail,West
970,120,2025-09-09,Online,South
971,112,2025-11-23,Partner,East
972,121,2025-11-15,Online,West
973,197,2025-07-09,Online,East
974,147,2025-04-22,Online,East
975,140,2025-03-03,Partner,South
976,177,2025-04-05,Online,East
977,178,2025-07-16,Online,East
978,18,2025-06-19,Retail,South
979,174,2025-10-19,Online,East
980,176,2025-10-19,Online,East
981,24,2025-03-24,Online,South
982,173,2025-02-24,Partner,East
983,100,2025-11-11,Partner,South
984,29,2026-01-27,Online,South
985,58,2025-08-03,Partner,East
986,190,2025-12-16,Partner,South
987,18,2025-03-15,Online,West
988,115,2026-01-13,Partner,West
989,150,2025-11-08,Online,West
990,123,2025-05-30,Online,North
991,161,2025-08-14,Online,West
992,158,2025-10-28,Retail,North
993,17,2025-11-24,Online,North
994,167,2025-08-03,Retail,West
995,36,2025-10-08,Retail,South
996,79,2025-05-19,Retail,East
997,183,2025-11-14,Partner,West
998,164,2025-06-16,Online,West
999,118,2025-11-12,Retail,North
1000,141,2025-12-05,Retail,East
1001,100,2025-07-20,Online,North
1002,69,2025-04-16,Online,East
1003,185,2025-07-01,Retail,East
1004,39,2025-02-21,Partner,West
1005,147,2025-12-21,Retail,East
1006,62,2025-10-03,Partner,North
1007,154,2025-08-26,Retail,North
1008,158,2025-08-23,Online,West
1009,130,2025-12-22,Retail,East
1010,7,2026-01-27,Partner,North
1011,147,2025-08-05,Retail,East
1012,23,2025-09-21,Retail,West
1013,154,2025-11-08,Online,South
1014,37,2025-09-21,Retail,North
1015,168,2025-05-11,Retail,East
1016,40,2025-11-10,Online,North
1017,6,2025-10-24,Partner,South
1018,42,2026-01-03,Partner,South
1019,136,2025-10-18,Partner,East
1020,33,2025-02-28,Online,South
1021,167,2025-07-14,Retail,North
1022,96,2025-05-25,Retail,North
1023,132,2025-11-19,Retail,South
1024,162,2025-11-03,Retail,South
1025,10,2026-01-17,Partner,South
1026,37,2025-04-23,Online,South
1027,42,2025-03-01,Retail,East
1028,173,2025-10-20,Online,South
1029,134,2026-01-25,Retail,North
1030,14,2025-12-09,Retail,West
1031,64,2025-10-05,Online,South
1032,40,2025-09-10,Retail,South
1033,63,2025-12-19,Online,West
1034,39,2025-11-13,Retail,East
1035,1,2025-10-09,Online,South
1036,43,2025-07-18,Retail,South
1037,1,2025-05-19,Online,East
1038,25,2025-10-22,Partner,North
1039,108,2025-06-10,Retail,West
1040,38,2025-04-06,Retail,North
1041,112,2025-09-07,Online,West
1042,13,2025-02-26,Retail,East
1043,35,2025-07-27,Partner,East
1044,62,2025-10-30,Partner,East
1045,27,2025-10-15,Partner,North
1046,152,2025-12-20,Partner,North
1047,122,2025-09-11,Retail,North
1048,136,2025-06-07,Online,North
1049,149,2025-05-30,Partner,West
1050,144,2025-07-28,Online,North
1051,123,2025-02-20,Online,North
1052,80,2025-11-14,Partner,South
1053,62,2025-03-15,Retail,North
1054,197,2025-11-10,Retail,South
1055,17,2025-05-04,Online,West
1056,100,2025-09-19,Online,East
1057,169,2025-10-21,Partner,East
1058,81,2025-10-05,Online,North
1059,152,2025-04-20,Retail,East
1060,40,2025-07-03,Retail,East
1061,190,2025-07-13,Retail,South
1062,36,2025-11-05,Partner,South
1063,80,2025-11-18,Partner,South
1064,25,2025-12-08,Online,South
1065,180,2025-04-04,Partner,South
1066,127,2025-11-17,Online,South
1067,181,2025-09-13,Retail,East
1068,177,2025-04-16,Partner,North
1069,179,2025-02-17,Retail,South
1070,114,2026-01-15,Online,North
1071,112,2025-03-07,Retail,South
1072,122,2025-11-08,Online,East
1073,35,2025-02-18,Online,East
1074,17,2025-11-27,Online,North
1075,1,2025-04-27,Online,West
1076,98,2025-10-09,Partner,North
1077,111,2025-11-24,Online,South
1078,53,2025-10-07,Retail,South
1079,57,2025-05-30,Online,West
1080,105,2025-04-12,Retail,East
1081,192,2025-12-29,Online,South
1082,148,2025-07-02,Online,East
1083,45,2025-05-01,Online,South
1084,58,2025-12-23,Online,South
1085,176,2025-09-19,Online,South
1086,28,2025-03-25,Online,North
1087,180,2025-05-06,Retail,West
1088,51,2025-09-05,Retail,East
1089,60,2025-04-15,Online,South
1090,36,2025-06-02,Partner,South
1091,186,2025-02-25,Online,West
1092,113,2025-11-12,Partner,West
1093,7,2025-04-27,Retail,West
1094,134,2025-03-21,Online,North
1095,1,2026-01-14,Retail,North
1096,59,2025-07-24,Retail,South
1097,106,2025-12-15,Partner,East
1098,190,2025-02-12,Retail,West
1099,136,2026-01-07,Online,East
1100,105,2025-07-12,Online,South
1101,200,2025-06-18,Online,East
1102,41,2025-08-10,Retail,West
1103,88,2025-11-15,Partner,North
1104,148,2025-11-08,Partner,South
1105,85,2025-04-19,Retail,South
1106,50,2025-11-06,Retail,West
1107,27,2025-03-28,Online,East
1108,186,2025-03-21,Online,East
1109,7,2025-02-25,Partner,South
1110,164,2026-02-04,Retail,West
1111,35,2025-03-11,Online,West
1112,50,2025-05-08,Partner,North
1113,20,2025-03-29,Retail,South
1114,110,2025-09-20,Partner,South
1115,99,2025-04-29,Partner,East
1116,197,2025-06-01,Retail,West
1117,160,2025-05-28,Partner,West
1118,123,2026-01-17,Partner,North
1119,95,2025-11-26,Partner,South
1120,160,2025-12-27,Retail,East
1121,149,2025-08-25,Partner,North
1122,45,2025-05-18,Online,North
1123,105,2025-12-25,Partner,South
1124,167,2025-06-14,Partner,North
1125,140,2026-01-22,Online,East
1126,26,2026-01-20,Partner,North
1127,103,2025-11-14,Online,North
1128,17,2025-03-10,Online,East
1129,14,2025-09-30,Retail,North
1130,36,2025-09-04,Retail,North
1131,6,2025-09-01,Partner,West
1132,23,2025-04-18,Retail,West
1133,43,2026-01-23,Online,South
1134,76,2025-07-17,Retail,South
1135,111,2025-07-01,Retail,South
1136,37,2025-10-05,Partner,East
1137,189,2025-10-19,Partner,East
1138,46,2025-11-15,Partner,West
1139,117,2025-10-12,Partner,South
1140,58,2025-12-29,Retail,West
1141,115,2025-04-04,Partner,West
1142,152,2025-11-10,Partner,West
1143,10,2025-07-29,Online,North
1144,116,2025-12-27,Partner,East
1145,46,2025-06-10,Partner,East
1146,99,2025-11-14,Online,East
1147,95,2025-03-08,Partner,West
1148,98,2025-12-24,Retail,East
1149,76,2025-05-16,Partner,North
1150,50,2025-11-16,Partner,South
1151,46,2025-08-04,Retail,North
1152,133,2025-06-24,Retail,West
1153,67,2025-06-04,Online,North
1154,13,2025-05-22,Partner,West
1155,108,2025-10-11,Partner,South
1156,39,2026-02-01,Partner,South
1157,122,2025-11-24,Online,North
1158,107,2025-03-11,Retail,East
1159,183,2025-12-21,Retail,North
1160,61,2025-04-18,Partner,South
1161,189,2025-05-14,Partner,South
1162,109,2025-09-27,Partner,East
1163,135,2025-06-01,Online,South
1164,161,2025-07-16,Partner,South
1165,134,2025-06-15,Retail,West
1166,123,2025-10-05,Retail,West
1167,199,2026-01-18,Partner,East
1168,51,2025-09-24,Partner,North
1169,20,2026-01-03,Retail,North
1170,57,2025-05-03,Retail,West
1171,157,2025-04-10,Online,East
1172,182,2025-07-27,Online,North
1173,187,2025-03-09,Partner,North
1174,133,2025-10-25,Partner,East
1175,16,2025-03-02,Online,South
1176,54,2025-11-29,Online,South
1177,24,2025-07-15,Online,East
1178,54,2026-01-27,Partner,East
1179,163,2025-04-28,Partner,North
1180,105,2025-10-06,Partner,North
1181,30,2025-04-08,Retail,East
1182,185,2025-02-26,Retail,North
1183,111,2025-08-23,Retail,North
1184,3,2025-12-02,Partner,West
1185,90,2025-08-23,Online,South
1186,199,2025-03-31,Online,East
1187,141,2025-07-27,Partner,West
1188,158,2025-05-03,Retail,North
1189,88,2025-07-23,Retail,North
1190,9,2025-06-17,Online,South
1191,128,2025-11-25,Partner,East
1192,64,2025-06-18,Retail,South
1193,197,2025-04-11,Partner,South
1194,142,2025-06-07,Online,East
1195,185,2025-04-06,Retail,South
1196,71,2025-10-19,Retail,North
1197,128,2025-02-25,Online,South
1198,180,2025-10-11,Online,South
1199,80,2025-07-29,Partner,South
1200,125,2026-01-17,Retail,South
1201,194,2026-02-03,Partner,West
1202,156,2025-11-07,Retail,North
1203,107,2025-08-24,Partner,West
1204,56,2025-10-16,Retail,South
1205,157,2025-09-26,Online,South
1206,23,2025-09-08,Online,North
1207,140,2025-03-24,Online,West
1208,140,2025-09-02,Retail,West
1209,122,2025-07-23,Retail,South
1210,41,2025-10-29,Retail,West
1211,149,2026-01-19,Retail,South
1212,127,2025-11-19,Partner,North
1213,91,2025-04-05,Retail,East
1214,97,2025-08-25,Partner,North
1215,27,2025-08-26,Online,North
1216,69,2025-11-10,Retail,North
1217,92,2026-01-14,Partner,North
1218,88,2025-05-16,Online,South
1219,32,2025-12-22,Online,East
1220,194,2025-10-15,Partner,South
1221,27,2025-06-05,Retail,North
1222,80,2025-10-27,Retail,West
1223,169,2025-03-07,Online,South
1224,153,2025-11-12,Partner,East
1225,84,2025-08-19,Partner,South
1226,97,2026-01-25,Retail,East
1227,116,2025-07-17,Retail,North
1228,67,2025-09-05,Retail,North
1229,155,2025-12-18,Retail,North
1230,42,2025-05-16,Online,North
1231,103,2025-04-19,Retail,South
1232,2,2025-11-11,Online,South
1233,70,2025-09-26,Online,East
1234,88,2025-06-06,Retail,West
1235,93,2025-06-27,Online,South
1236,74,2025-11-12,Partner,East
1237,183,2025-02-16,Partner,South
1238,66,2025-07-28,Partner,North
1239,84,2025-11-16,Partner,North
1240,113,2025-10-10,Partner,West
1241,159,2025-06-01,Retail,South
1242,62,2026-01-05,Partner,South
1243,146,2025-12-03,Retail,North
1244,192,2025-08-24,Partner,West
1245,61,2025-06-11,Partner,South
1246,146,2025-05-28,Online,South
1247,131,2025-12-30,Partner,East
1248,151,2025-10-29,Online,East
1249,9,2025-02-11,Online,South
1250,112,2025-09-19,Partner,East
1251,139,2025-07-25,Online,East
1252,145,2025-12-25,Retail,North
1253,95,2025-12-09,Retail,North
1254,34,2025-09-18,Partner,West
1255,119,2025-08-13,Retail,West
1256,172,2025-04-21,Retail,West
1257,37,2025-12-15,Retail,West
1258,82,2025-09-20,Partner,North
1259,128,2025-02-10,Partner,South
1260,105,2025-06-30,Online,East
1261,157,2025-07-27,Partner,West
1262,47,2025-05-03,Partner,West
1263,24,2025-04-10,Partner,West
1264,169,2025-03-26,Retail,North
1265,81,2026-01-24,Online,South
1266,146,2025-11-04,Retail,East
1267,80,2025-11-12,Online,North
1268,91,2025-11-24,Partner,East
1269,113,2025-06-21,Partner,North
1270,50,2025-12-08,Partner,North
1271,104,2025-04-21,Partner,South
1272,102,2025-05-02,Online,North
1273,197,2025-07-26,Online,South
1274,154,2026-01-27,Online,North
1275,95,2025-06-09,Retail,West
1276,171,2025-04-20,Online,East
1277,82,2025-04-07,Retail,North
1278,87,2025-02-26,Retail,West
1279,181,2025-05-18,Online,East
1280,56,2025-07-15,Partner,South
1281,55,2025-09-17,Online,West
1282,25,2025-06-03,Partner,West
1283,4,2026-01-05,Online,East
1284,79,2025-12-04,Partner,West
1285,56,2025-05-03,Partner,West
1286,81,2025-06-20,Online,East
1287,170,2025-11-30,Partner,North
1288,147,2025-03-02,Partner,East
1289,143,2025-09-09,Partner,West
1290,158,2025-02-13,Retail,West
1291,80,2025-05-06,Retail,South
1292,118,2025-08-18,Retail,North
1293,178,2025-12-12,Online,South
1294,18,2025-08-09,Partner,South
1295,146,2025-10-05,Partner,East
1296,61,2025-10-13,Partner,North
1297,131,2025-12-04,Retail,North
1298,35,2026-01-15,Online,South
1299,148,2025-12-15,Partner,North
1300,33,2025-02-28,Partner,North
1301,34,2025-04-17,Partner,East
1302,65,2025-08-31,Online,South
1303,113,2025-10-01,Retail,West
1304,11,2025-05-02,Partner,North
1305,71,2025-03-16,Partner,East
1306,118,2025-03-02,Retail,North
1307,111,2025-08-29,Online,West
1308,66,2025-05-31,Retail,North
1309,137,2025-10-20,Partner,South
1310,118,2025-05-16,Retail,South
1311,172,2025-11-07,Retail,East
1312,200,2025-08-28,Partner,West
1313,70,2025-08-30,Retail,East
1314,21,2025-05-11,Retail,West
1315,37,2025-07-25,Retail,East
1316,32,2025-07-06,Online,West
1317,27,2026-01-24,Online,South
1318,93,2026-01-12,Retail,North
1319,190,2025-04-26,Online,East
1320,40,2025-09-22,Partner,South
1321,169,2025-03-05,Online,South
1322,119,2026-01-15,Online,South
1323,32,2025-05-22,Retail,West
1324,64,2025-08-05,Online,West
1325,177,2026-01-31,Online,West
1326,102,2025-03-28,Online,East
1327,31,2025-10-26,Online,North
1328,181,2025-03-27,Retail,East
1329,177,2025-04-29,Online,North
1330,159,2025-08-01,Online,West
1331,63,2025-03-16,Partner,South
1332,57,2025-08-26,Online,East
1333,147,2025-10-10,Partner,West
1334,19,2025-03-21,Partner,West
1335,141,2025-10-22,Retail,North
1336,65,2025-05-07,Retail,North
1337,25,2025-04-20,Partner,South
1338,146,2026-01-07,Retail,East
1339,43,2025-09-16,Retail,East
1340,173,2025-02-24,Retail,West
1341,132,2026-01-20,Partner,West
1342,199,2025-08-07,Retail,East
1343,119,2025-08-31,Retail,West
1344,6,2025-09-06,Online,West
1345,21,2025-04-07,Partner,West
1346,120,2025-02-14,Online,West
1347,159,2025-11-23,Partner,West
1348,155,2025-12-08,Online,North
1349,44,2025-04-25,Online,South
1350,3,2025-11-29,Retail,North
1351,195,2025-03-04,Retail,West
1352,10,2025-06-15,Online,South
1353,37,2025-08-11,Online,North
1354,101,2025-08-11,Partner,East
1355,21,2025-11-30,Partner,North
1356,49,2025-06-22,Partner,West
1357,9,2025-06-17,Online,West
1358,139,2025-02-24,Online,West
1359,166,2026-01-15,Retail,East
1360,13,2025-05-04,Online,West
1361,85,2025-09-03,Partner,South
1362,113,2025-03-16,Partner,South
1363,45,2025-07-02,Partner,West
1364,44,2025-06-10,Online,North
1365,24,2025-09-30,Partner,North
1366,67,2026-01-14,Partner,East
1367,83,2025-06-23,Retail,South
1368,17,2025-05-13,Online,West
1369,48,2025-04-02,Online,South
1370,11,2025-06-10,Partner,West
1371,65,2026-01-31,Retail,North
1372,39,2025-04-24,Online,East
1373,50,2025-05-20,Partner,South
1374,197,2025-10-27,Partner,West
1375,128,2025-06-21,Partner,North
1376,41,2025-08-12,Partner,North
1377,139,2025-03-24,Online,North
1378,39,2025-12-10,Retail,South
1379,152,2025-07-22,Retail,East
1380,186,2025-07-11,Partner,North
1381,160,2025-10-31,Online,West
1382,168,2025-11-12,Online,South
1383,45,2025-03-21,Retail,West
1384,138,2025-03-11,Retail,West
1385,123,2025-06-15,Retail,West
1386,38,2025-05-12,Online,North
1387,56,2025-04-08,Retail,East
1388,25,2026-01-09,Online,North
1389,111,2025-09-14,Retail,South
1390,50,2025-11-15,Retail,North
1391,46,2025-06-28,Online,North
1392,63,2025-06-06,Online,North
1393,64,2025-09-20,Partner,West
1394,41,2025-05-23,Online,North
1395,90,2025-05-16,Retail,South
1396,64,2025-03-20,Partner,North
1397,170,2025-10-22,Online,South
1398,157,2025-08-10,Partner,South
1399,88,2025-07-26,Online,West
1400,109,2025-12-09,Retail,South
1401,20,2025-10-28,Online,West
1402,133,2025-12-29,Retail,North
1403,170,2026-01-03,Partner,East
1404,42,2025-09-02,Online,East
1405,16,2025-02-19,Partner,North
1406,85,2025-10-15,Retail,North
1407,185,2025-08-28,Partner,East
1408,5,2025-08-12,Retail,West
1409,113,2025-11-14,Partner,West
1410,110,2025-08-19,Partner,South
1411,65,2025-04-18,Partner,South
1412,157,2025-12-12,Retail,East
1413,85,2025-06-10,Online,West
1414,60,2025-11-10,Online,West
1415,86,2025-08-07,Online,South
1416,24,2025-03-16,Partner,East
1417,138,2026-01-04,Partner,North
1418,84,2025-10-18,Retail,South
1419,164,2025-05-30,Retail,North
1420,180,2025-11-29,Retail,North
1421,136,2025-06-01,Retail,South
1422,154,2025-05-14,Retail,South
1423,178,2025-07-16,Retail,West
1424,28,2025-08-11,Retail,East
1425,152,2025-09-01,Partner,South
1426,88,2025-03-08,Partner,South
1427,88,2025-10-13,Online,South
1428,199,2025-11-01,Retail,East
1429,113,2025-12-05,Retail,South
1430,4,2025-07-28,Partner,West
1431,27,2025-03-24,Online,North
1432,138,2025-04-09,Online,North
1433,109,2025-09-14,Partner,North
1434,194,2025-10-05,Partner,South
1435,33,2025-11-30,Retail,West
1436,16,2026-01-29,Partner,West
1437,128,2025-05-26,Retail,East
1438,146,2025-06-15,Online,West
1439,24,2025-08-16,Partner,West
1440,101,2026-01-23,Partner,South
1441,140,2025-12-11,Retail,East
1442,160,2026-02-01,Retail,West
1443,32,2025-03-01,Online,South
1444,131,2025-04-03,Retail,West
1445,108,2025-10-21,Retail,West
1446,35,2025-10-19,Online,East
1447,199,2025-02-27,Online,West
1448,114,2026-01-09,Partner,West
1449,102,2025-04-19,Retail,West
1450,9,2026-01-10,Retail,East
1451,200,2025-06-12,Partner,South
1452,26,2025-12-31,Online,North
1453,105,2025-05-25,Online,North
1454,137,2025-12-25,Online,South
1455,39,2025-11-16,Retail,East
1456,101,2025-09-10,Partner,North
1457,150,2025-02-25,Online,West
1458,49,2025-02-27,Partner,East
1459,121,2025-03-20,Partner,East
1460,122,2025-02-13,Retail,West
1461,166,2025-09-01,Online,North
1462,122,2025-05-13,Retail,South
1463,121,2025-09-07,Online,East
1464,149,2025-03-28,Online,East
1465,3,2025-10-24,Partner,West
1466,126,2025-07-09,Partner,North
1467,147,2025-11-07,Online,East
1468,82,2025-06-30,Retail,North
1469,176,2025-04-26,Online,West
1470,117,2025-06-12,Partner,South
1471,173,2025-11-09,Partner,East
1472,132,2025-07-01,Partner,North
1473,134,2025-03-25,Retail,South
1474,8,2025-09-26,Retail,East
1475,24,2026-01-28,Partner,North
1476,37,2025-02-27,Partner,West
1477,3,2025-07-10,Online,North
1478,30,2025-02-26,Online,East
1479,146,2025-12-28,Retail,South
1480,58,2025-06-22,Retail,East
1481,113,2025-09-12,Online,West
1482,108,2025-03-24,Retail,East
1483,40,2025-04-17,Retail,South
1484,131,2025-07-15,Partner,East
1485,40,2025-04-07,Online,South
1486,169,2026-01-29,Retail,West
1487,127,2025-05-21,Partner,South
1488,138,2025-02-21,Retail,East
1489,22,2025-05-16,Online,South
1490,191,2025-11-07,Retail,South
1491,52,2025-05-04,Online,North
1492,160,2025-12-16,Online,South
1493,54,2025-07-12,Retail,South
1494,107,2025-03-05,Partner,South
1495,85,2025-08-15,Online,South
1496,136,2025-05-05,Partner,South
1497,134,2025-02-11,Retail,North
1498,34,2025-05-24,Partner,East
1499,28,2025-02-13,Online,West
1500,42,2025-04-13,Retail,South
1501,112,2025-12-24,Partner,South
1502,105,2025-07-12,Online,East
1503,51,2025-08-15,Online,West
1504,148,2025-04-21,Retail,West
1505,100,2026-02-02,Retail,East
1506,1,2025-07-26,Online,South
1507,82,2025-10-09,Online,West
1508,96,2025-11-25,Retail,South
1509,5,2025-04-29,Retail,West
1510,119,2025-04-13,Retail,East
1511,79,2025-06-06,Partner,South
1512,172,2025-05-13,Retail,South
1513,116,2025-05-16,Partner,West
1514,3,2025-09-26,Partner,East
1515,103,2025-10-11,Retail,North
1516,133,2025-11-04,Retail,North
1517,176,2025-11-05,Partner,North
1518,106,2025-09-28,Online,East
1519,192,2025-04-17,Retail,North
1520,119,2025-08-18,Partner,East
1521,60,2025-02-26,Retail,North
1522,54,2025-12-06,Online,North
1523,141,2025-02-17,Online,West
1524,19,2025-09-28,Retail,South
1525,9,2025-07-09,Partner,North
1526,113,2025-05-02,Partner,West
1527,84,2025-04-06,Partner,North
1528,184,2025-09-12,Retail,East
1529,96,2025-02-21,Retail,South
1530,153,2025-03-05,Online,North
1531,61,2025-12-24,Online,West
1532,43,2025-06-15,Retail,South
1533,89,2025-03-12,Online,North
1534,73,2026-01-31,Online,North
1535,110,2025-04-18,Online,South
1536,114,2025-07-30,Partner,East
1537,118,2025-07-18,Partner,West
1538,160,2025-04-01,Partner,North
1539,33,2025-09-14,Retail,East
1540,109,2025-04-12,Retail,North
1541,69,2025-07-21,Online,West
1542,91,2026-01-29,Online,West
1543,133,2025-09-24,Retail,East
1544,40,2025-03-29,Partner,North
1545,127,2025-03-03,Retail,East
1546,184,2025-11-14,Partner,West
1547,35,2025-09-05,Online,South
1548,3,2025-04-05,Partner,North
1549,47,2026-01-06,Online,South
1550,153,2025-02-15,Online,East
1551,123,2025-07-05,Partner,South
1552,189,2025-03-25,Partner,North
1553,24,2025-03-26,Partner,North
1554,15,2025-10-10,Retail,North
1555,169,2025-04-26,Online,South
1556,67,2025-07-04,Partner,South
1557,93,2025-10-12,Retail,South
1558,131,2025-11-18,Retail,South
1559,49,2025-05-09,Retail,North
1560,114,2025-07-17,Retail,West
1561,89,2025-09-17,Retail,North
1562,72,2026-01-28,Retail,North
1563,153,2025-08-02,Online,West
1564,149,2025-06-02,Retail,South
1565,68,2025-07-01,Online,East
1566,193,2025-09-29,Partner,West
1567,192,2025-12-18,Partner,South
1568,148,2025-04-07,Online,West
1569,9,2025-08-01,Online,North
1570,166,2025-09-23,Partner,North
1571,141,2025-04-20,Online,North
1572,195,2025-07-28,Partner,South
1573,164,2025-07-25,Online,West
1574,103,2025-05-04,Partner,South
1575,197,2025-05-25,Online,East
1576,137,2025-09-14,Retail,West
1577,176,2026-01-16,Online,South
1578,92,2025-11-26,Partner,East
1579,60,2025-11-24,Partner,West
1580,107,2025-10-09,Partner,South
1581,198,2025-12-04,Partner,North
1582,164,2025-03-15,Retail,North
1583,169,2025-12-03,Retail,North
1584,4,2025-11-22,Online,North
1585,163,2025-05-10,Retail,North
1586,2,2025-03-23,Online,South
1587,24,2025-04-30,Online,East
1588,1,2025-04-18,Retail,North
1589,95,2025-07-02,Partner,South
1590,184,2025-11-28,Retail,East
1591,33,2025-06-08,Retail,South
1592,35,2025-03-07,Retail,North
1593,154,2026-01-12,Online,North
1594,116,2025-12-19,Online,West
1595,191,2025-05-18,Partner,South
1596,103,2025-04-26,Partner,South
1597,53,2025-11-01,Partner,East
1598,77,2025-05-02,Partner,North
1599,146,2025-10-16,Retail,East
1600,63,2025-12-28,Online,East
1601,169,2025-05-20,Retail,West
1602,12,2025-04-26,Partner,West
1603,141,2025-12-18,Online,West
1604,19,2025-10-09,Partner,South
1605,1,2025-08-05,Retail,South
1606,101,2026-01-18,Retail,North
1607,195,2025-06-17,Partner,North
1608,197,2025-03-02,Online,West
1609,53,2025-05-25,Partner,North
1610,130,2025-03-09,Retail,East
1611,124,2025-03-03,Partner,North
1612,24,2025-11-13,Partner,West
1613,86,2025-11-12,Retail,West
1614,154,2025-10-08,Partner,South
1615,100,2025-03-19,Partner,West
1616,105,2025-05-13,Online,West
1617,103,2025-03-06,Retail,South
1618,31,2025-02-15,Online,South
1619,60,2025-04-08,Partner,North
1620,36,2025-03-04,Retail,West
1621,196,2025-07-29,Retail,East
1622,127,2025-03-08,Retail,East
1623,104,2025-02-18,Online,North
1624,109,2025-10-22,Online,West
1625,15,2026-02-08,Retail,West
1626,195,2026-01-05,Partner,East
1627,161,2026-01-19,Partner,East
1628,165,2025-04-02,Partner,North
1629,177,2026-02-06,Partner,East
1630,144,2025-04-19,Retail,North
1631,113,2025-10-10,Online,North
1632,6,2025-12-01,Online,West
1633,195,2025-05-10,Partner,West
1634,85,2025-07-24,Online,West
1635,57,2025-04-14,Online,South
1636,107,2025-10-27,Partner,South
1637,160,2025-10-25,Retail,North
1638,122,2025-08-16,Partner,North
